,title,url,release_time,releaserUrl,duration
19,扬我国威！邓泽奇血流海外愤怒拼杀到最后一刻，全场老外鸦雀无声,https://haokan.baidu.com/v?vid=1555159445587565891,2019-08-23 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,94
20,老外暴力三连击河南小伙右眼险失明，绝地求生折颈断头 宣泄怒火,https://haokan.baidu.com/v?vid=12616348583504470555,2019-08-22 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,76
21,这是中国穿豹纹最厉害的男人，谁赞成？谁反对？,https://haokan.baidu.com/v?vid=16932438477233951882,2019-08-22 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,112
22,无语！日选手靠搂抱死撑，被打倒十几次，赛后不敢看邱建良直摇头,https://haokan.baidu.com/v?vid=346475800504179652,2019-08-22 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,90
23,一拳封神！只听一声巨响老外瞬间倒地，慢放三倍才看清中国最快拳,https://haokan.baidu.com/v?vid=15826323634139902697,2019-08-21 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,52
24,老外犯规裁判无视黑哨，激怒霍小龙飞身撞烂老外满脸流血 解气！,https://haokan.baidu.com/v?vid=16599597426663018964,2019-08-21 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,71
25,魔童奇招诱敌，老外冲动落入陷阱，胳膊反扭180度青筋暴起，可怕,https://haokan.baidu.com/v?vid=3752850067680583872,2019-08-21 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,134
26,先KO泰国最硬男人，再顶翻泰国五冠王，他配得上中国最硬男人吗,https://haokan.baidu.com/v?vid=14992818582740038244,2019-08-20 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,129
27,东北虎妞铁拳被挑衅，黄金女孩躺地断臂力大如牛似汉子，王雪危险,https://haokan.baidu.com/v?vid=4831055292630511973,2019-08-20 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,60
28,5秒出8腿扫瘸西班牙冠军，中国大圣放弃防守，踢到老外坐地抹泪,https://haokan.baidu.com/v?vid=13988953719024760874,2019-08-20 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,120
29,日本人嚣张扬言KO世界第二，魏锐惊天飞膝15秒上头终结，万人沸腾,https://haokan.baidu.com/v?vid=1673023632056499154,2019-08-19 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,65
30,铁英华最新对手视频曝光：打法凶悍身壮如牛，一拳打躺对手！,https://haokan.baidu.com/v?vid=14157883905482715652,2019-08-19 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,118
31,泰拳王太嚣张！韩文豹变身金刚一拳怼脸碾压，老外满脸不敢相信！,https://haokan.baidu.com/v?vid=15681415048991604832,2019-08-17 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,66
32,意大利大胡子打嗨了，险把对手扔出擂台，裁判不拦着后果不堪设想,https://haokan.baidu.com/v?vid=9120889020033305964,2019-08-17 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,49
33,邱建良最新对手定了！诡异大摆拳专克神龙摆尾，老外挑衅遭下狠手,https://haokan.baidu.com/v?vid=7497535125913768105,2019-08-16 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,79
34,巴柔高手上来就裸绞，激怒东北虎女拳拳砸脸，鲜血四溅险被毁容,https://haokan.baidu.com/v?vid=10570867225445292144,2019-08-16 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,119
35,年轻泰拳冠军闷头冲，被中国跳膝王一拳KO，爆肝倒地看着都疼,https://haokan.baidu.com/v?vid=8216420980258675311,2019-08-16 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,124
36,看不起中国拳手？200战泰拳手双手放开挑衅，惨遭飞腿上头KO教训,https://haokan.baidu.com/v?vid=10059140740043651907,2019-08-15 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,111
37,嚣张退赛挑衅东北虎妞！王雪扔地上暴揍勒脖绞杀，震慑全场老外！,https://haokan.baidu.com/v?vid=7149674720485376294,2019-08-14 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,71
38,日本混世魔王铁拳闯世界拳坛，一拳KO同胞倒在血中，现场鸦雀无声,https://haokan.baidu.com/v?vid=12475303816344572927,2019-08-13 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,117
39,无视20cm身高差距！铁英华不妨守直接对攻，击溃丹麦巨人冠军,https://haokan.baidu.com/v?vid=17436262185919059481,2019-08-13 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,94
40,罕见！邱建良被顶膝险读秒，怒变坦克后大爆发，巨人拳手后悔莫及,https://haokan.baidu.com/v?vid=12880006709495632679,2019-08-13 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,130
41,东北疯子杨森40秒砸倒职业选手，裁判扑身相救，老外满脸血不甘心,https://haokan.baidu.com/v?vid=5271982913033807638,2019-08-12 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,82
42,拳王帕奎奥老乡小钢炮，嚣张接飞膝被踢晕1分钟KO，眼神恐惧弃权,https://haokan.baidu.com/v?vid=3583510120302631470,2019-08-12 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,111
43,3次读秒4次击倒！赛前日媒无人看好，中国选手用表现狠狠打脸,https://haokan.baidu.com/v?vid=17536388851038927739,2019-08-11 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,93
44,这就是中国力量！魔童拳拳到肉，凶悍老外脸被打烂彻底服气,https://haokan.baidu.com/v?vid=5711467257395666642,2019-08-11 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,148
45,东北虎女遭老外长腿踹脸，激怒王雪爆捶打瞎左眼，对美少女下狠手,https://haokan.baidu.com/v?vid=1497332869369467313,2019-08-10 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,70
46,邱建良太憋屈！老外主场耍小动作，气的邱建良神龙摆尾KO躺尸擂台,https://haokan.baidu.com/v?vid=1608763031227613305,2019-08-10 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,120
47,玩大了！模仿铁英华绝活遭转身摆尾KO，泰拳王倒地后仍不敢相信,https://haokan.baidu.com/v?vid=6212629838173295197,2019-08-09 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,87
48,邓泽奇最热血复仇KO，一拳打的老对手逃兵当场投降，台下一片欢呼,https://haokan.baidu.com/v?vid=2412465370530248479,2019-08-09 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,71
49,老外家门口丢了第一又输金腰带，遭中国怪物重拳打脸，丢人丢大了,https://haokan.baidu.com/v?vid=17911263256799748733,2019-08-08 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,99
50,老外嘲笑中国小伙，裁判刚发话下一秒惨遭暴击KO，当场跪地打脸！,https://haokan.baidu.com/v?vid=15268554212111540802,2019-08-07 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,115
51,铁英华压轴出场，重拳击溃西班牙冠军，唯一遗憾没有KO！,https://haokan.baidu.com/v?vid=165461101668781867,2019-08-07 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,79
52,19岁河南小将被打破相，处理完伤口，接下来一幕让全场沸腾欢呼,https://haokan.baidu.com/v?vid=11716584004577827496,2019-08-07 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,95
53,赛前扬言教训中国人！河南“腿王”首战急速KO，老外站着来抬着走,https://haokan.baidu.com/v?vid=2875987707181592009,2019-08-06 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,68
54,中外大战，河南19岁小将火了！用脚扇脸打掉牙套，老外被打崩溃,https://haokan.baidu.com/v?vid=9071395750315485702,2019-08-06 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,109
55,刚刚邱建良又赢了！客场五次打跪埃及悍将，竟然最后加时获胜,https://haokan.baidu.com/v?vid=2292572302266955324,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,137
56,埃及冠军家门口撞上中国怪物被挤绳角打，竟靠裁判护短松口气丢人,https://haokan.baidu.com/v?vid=11170961848733481048,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,90
57,东北巨人选手一拳有多可怕？埃及冠军挨上直接栽倒，差点昏睡过去,https://haokan.baidu.com/v?vid=7814981891474648050,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,92
58,挑衅东北虎妞！无视老外主场，一回合蟒蛇绞杀埃及女孩当场躺尸,https://haokan.baidu.com/v?vid=6305652064911021304,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,74
59,小看中国功夫？埃及悍将耍蛇形刁手，被安徽小伙按地上掐脖摩擦,https://haokan.baidu.com/v?vid=10501795129214330360,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,110
60,上场前换对手！老外操作惹毛中国小伙，起身猛砸扔下台，扬我国威,https://haokan.baidu.com/v?vid=10908642073017936910,2019-08-05 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,112
61,小瞧中国拳手？世界第一邱建良领衔9大豪杰杀招KO，席卷埃及！,https://haokan.baidu.com/v?vid=8584991579767636500,2019-08-04 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,157
62,最新 邱建良领衔荣耀军团称重通过，明日中埃大战一触即发！,https://haokan.baidu.com/v?vid=1950380952923189056,2019-08-04 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,94
63,亲裁判大喊“我要火”，中国小伙一口气狂砍十几腿，老外脸吓煞白,https://haokan.baidu.com/v?vid=9759707817307251131,2019-08-03 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,98
64,泰国最硬男人竟不堪一击，铁英华神龙摆尾神迹，被外媒称最恐怖KO,https://haokan.baidu.com/v?vid=8104222128528621486,2019-08-02 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,89
65,这怎么防？邱建良无影脚诡异上头，外国拳王瘫倒在地仍不敢相信,https://haokan.baidu.com/v?vid=3243929430478567653,2019-08-02 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,155
66,中国格斗天才！干翻6个老外，独特KO杀伤爆表，其他人学不来,https://haokan.baidu.com/v?vid=6803966881213434382,2019-08-02 00-00-00,https://haokan.hao123.com/haokan/wiseauthor?app_id=1565285080839434,109
